NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_TEMPO_ADICIONAL,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
190002735411,2019,2506004,Esperança,25,PB,18,F,1,3,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,506.0,509.0,514.0,517.0,510.8,575.1,549.3,615.1,ADCDDCEDDBACAACBDCBCBABDAAAEBEABEEBDCECECEEDB,ACAEEEBCABACACADEABABCAEADEABCCABDCAAEDBBAEEA,99999ABCDABBCCCDEAEBAADDDDEBDECBDEEDABCAADCCEEAEEC,ABDACCEDBEADDDBBADCEDDEDCECACDDDCCABCDEDECCBE,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,160.0,120.0,160.0,160.0,140.0,740.0,B,B,A,A,5,B,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,C,A,A,A
190002742313,2019,2506004,Esperança,25,PB,19,F,1,3,1,2506004.0,Esperança,25.0,PB,2,0,2,,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,506.0,507.0,511.0,517.0,356.5,499.1,494.1,364.1,EACACCDEBBB.DCACCAADAADECDCACEBBAAEBBCADBBCBE,CBBCABABCADBDBADEBAACABCCDDAABCBAADADBAADBBCA,99999EAAABBCBDBCADDBBABAEACCECDCABCAEBBACDABACABDB,BDCBDCBAAECABBACDABABAECCBACAABDAEBAABDCBCAAB,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,100.0,120.0,120.0,120.0,100.0,560.0,B,C,B,B,6,B,B,C,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
190002753430,2019,2506004,Esperança,25,PB,20,M,1,3,1,2506004.0,Esperança,25.0,PB,2,0,2,,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,D,B,C,B,6,B,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,B,A,B,B
190002764655,2019,2506004,Esperança,25,PB,18,M,1,2,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,505.0,508.0,512.0,518.0,563.7,549.9,576.4,573.4,DCDBBADDBCDECBCAEEABCCBDEAABDDACADCEEADEAECCE,ABACBDADCAAEBBCADCABCDDDACADEACBBECCCEDAEBCAC,99999BEAEACBEBDECCDECABCEEDBECACEBAAEDCEECBECBADED,CCCBABCBCDEBAECACCCBABEBEDCECADCADCBCCAECEBDC,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,120.0,100.0,120.0,120.0,580.0,E,E,D,D,4,A,A,B,C,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A
190002767354,2019,2506004,Esperança,25,PB,17,F,1,3,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,503.0,509.0,514.0,515.0,533.2,539.0,566.2,550.2,AEDCBCDECBBACDBBDBBACCBAABDECBBBEDCEDCCCDCBCE,DCECCBACAAAAACBDBACDEECEABCCDCECBEDADEDBBAEBA,99999CBBEABDCEABADEBDAADEBECAECBDBBEBEBACDEACCCECE,ACDADDBCABCBCDDCBCDCDDBBCBCEDDCCDBBBEBECBCBCE,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,140.0,120.0,140.0,140.0,140.0,680.0,B,B,F,F,4,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B
190002778042,2019,2506004,Esperança,25,PB,18,M,1,3,1,2504009.0,Campina Grande,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,503.0,507.0,511.0,515.0,404.8,438.3,483.3,472.9,BCDDBDBEDBBBADBDAEECCBCDCCCDEBAEBCABECCECBDBA,DCBADAABCAABABAEBACCAADCBBEECAACBCECAAABADBCA,99999CBDECEEBDCDAEDEDEDECEDBEACEEDEBACAADDADADCCBE,EABCADAEADCDCDEBCBAEDCBBBDACAEBBACBCDDAEBCCDB,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,160.0,160.0,140.0,180.0,120.0,760.0,E,E,B,B,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
190002778497,2019,2506004,Esperança,25,PB,18,M,1,3,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,503.0,508.0,512.0,515.0,601.9,556.0,568.5,685.7,AAEDACEEADCACDEABBBACAADABEECBADEDBC.BCCBDBDC,ABAEADBBCCEBBCDBACDCAACADADADAACDEAECABDABBAC,BBEDA99999ECADCEBCBCBADADEEBECADCBDEADDBECADCBAACD,ECBADDEBAACACDBACECCBDDBCBCECABBEBBAEAABACBEA,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,120.0,140.0,160.0,180.0,100.0,700.0,E,E,C,B,5,C,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
190002781750,2019,2506004,Esperança,25,PB,18,F,1,1,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,505.0,507.0,511.0,518.0,496.8,517.0,547.1,582.9,ADACDACBCDBCCACBBDAECDCADBBDDDCDBCCEDADEEDCDD,DDBCAAAECBCCEBEAEACADBCEBADDDDCBEDDEADAEBDEAB,99999CBAABCCBABBCBEBEADECACECEDCCDCEEBEAADCEDDCCEB,DCCBCACDBDACCCCCCCAECDEBECBBADAEABCDDECEDBCDB,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,120.0,120.0,120.0,120.0,600.0,H,D,F,C,3,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B
190002792412,2019,2506004,Esperança,25,PB,18,F,1,1,2,,,,,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,505.0,509.0,514.0,518.0,445.4,466.3,468.0,431.6,CCCBCEDCCDCEEDCADCDCDBCDACABCCDBBACADAEDBBACC,ACAECDBCCAABAAEADADDCACCADBEAABBDAEECACADAADD,99999ACDBBEBBBBEBCCBDAADAEDBDEDBDAABBDEDDCECEBCBEE,DCDCDDCDBCAEBDCBEBBACCACAECEBDAEABBDBADAEECDA,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,140.0,160.0,120.0,140.0,140.0,700.0,C,D,B,B,7,B,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,C,A,B,B
190002799793,2019,2506004,Esperança,25,PB,17,F,1,0,1,2506004.0,Esperança,25.0,PB,2,0,2,,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,504.0,509.0,514.0,516.0,447.4,373.2,497.9,443.9,CACADDCAEABBDCAABDBECDBCDACBCDCDBDEACBBCCAACD,CDBECBDDDBACAADABBEBBCCAADCDBEDAACDDAACECCEEA,99999ADEEAEDCCABEBEBCBCDDEACDEBEDEBDEECDCDAEBCDCCB,DEDABCCCDDBCBDCDCEDAEDEAECCEDACCBBCEECCECAEBE,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,4.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,A,A,4,A,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
190002803341,2019,2506004,Esperança,25,PB,19,F,1,1,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,504.0,509.0,514.0,516.0,510.0,489.9,516.3,586.1,CDCCDEBABBCADCDEBDBDCBAADEBBDEDABCCEEBCDDCCDB,DEBEECBCABDAEBBBEBBEDEAACDCEBABBADCAABDACCEEB,99999DBCEADDCBDBECCBDADDCDEEBECEDBAEBBEADDACBCEECC,EEBBEBCBBDACADAECDEADCBEEDCADCCECAEDCBBCDEBBD,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,160.0,120.0,160.0,140.0,160.0,740.0,C,D,C,B,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
190005013069,2019,2506004,Esperança,25,PB,18,F,0,1,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,0,1,1,0,,507.0,511.0,,,327.4,493.9,,,DBEADABBBECDEECAADDACBEDCECBCDBCBEEECAAAECCEA,99999DEDCDCDBDCDAAEBAAEECBCCEEBCCECACBEAEDEBCACEDC,,1,,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,,1.0,120.0,120.0,80.0,80.0,100.0,500.0,B,C,C,B,4,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A
190005013110,2019,2506004,Esperança,25,PB,17,F,1,3,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,505.0,508.0,512.0,518.0,548.7,593.1,575.7,541.1,BADCAAABABDCBBDCCEABCBCDBCAEBBBABAEEDADDCDCEE,DBABADECDDAEBCCADCEBBABBDCDBDABDBEEECCCABCDAC,99999BEDABCBABAECBEECECCDCDBBDCDEBDACDBBECDCCABEED,DEBBAECABBECCDDACBCBABECAEDBBCBDAABBCADCEDEDC,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,120.0,160.0,160.0,180.0,740.0,H,B,A,A,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,C,A,A,A
190005013467,2019,2506004,Esperança,25,PB,18,F,1,5,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,505.0,510.0,513.0,518.0,441.5,488.6,484.6,422.2,CBBCAACCCEBCEBCBDDBBCDEBBBACAABBDBEDEDDACDEED,CEEDCBDBADDAABDCACEBEADCCEBECECDCEECEEBBAABBD,99999BADCCCCBCEBCEDEBBDEBCABEECDDEDCEBEBBECACCBCBC,DCCCBDECABEDECDBABACCBEBABEBCDAABEECDECECBEEC,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,160.0,120.0,80.0,80.0,560.0,C,C,A,A,4,B,A,B,C,B,A,B,A,B,A,A,A,A,B,B,A,C,A,A,B
190005039171,2019,2506004,Esperança,25,PB,17,M,1,3,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,C,C,A,A,4,A,A,B,D,A,A,B,A,A,A,A,A,A,C,B,A,B,A,A,A
190005052168,2019,2506004,Esperança,25,PB,17,M,1,1,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,503.0,509.0,514.0,515.0,361.6,471.2,520.0,458.5,DEEDBEDDDEBCEECADDBEAACACDEEABAEAEDDBDBDADCEA,DCABABACCBBCBBBEAACABEBECBBDCCBBBDAECABCBACCB,99999EBCEAAACBCCBDDBEADDBBEDCEBCDEADBAEBCECCEADACA,EBBCDCCEDBCDACECCDBCCAACADBACAABCECAADCABEBAB,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,120.0,120.0,100.0,100.0,120.0,560.0,B,C,A,A,4,B,A,B,C,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A
190003738521,2019,2506004,Esperança,25,PB,17,M,1,3,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,506.0,507.0,511.0,517.0,543.0,463.3,522.0,535.4,DEDDCDCADEDACADCABBBEADDADABAEBAABEDBCDEDAADE,DEDAAAAEDAAAEBCEBADBBACBCDBDAACCBBDBCCBDABCDB,99999DCEADBCACEEDEECEACECCDEBDAAADCBEBEABDBDABCDCA,DBEAAEEABAABDEDCAEBCADBACCBBAEEDBECDABEBABEEA,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,140.0,120.0,140.0,100.0,620.0,B,B,A,A,5,B,A,B,C,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,A
190003738785,2019,2506004,Esperança,25,PB,17,M,1,3,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,506.0,509.0,514.0,517.0,522.4,490.5,473.7,516.9,EEADEBECDBECCACBCBBBBABAEEACBECBBBCECDEEDDCDA,AABBAEDCDACCCBBBDABEBEABCCEDCBDCABBECCDBDEBBE,99999DDDEBBAADCAACCBDCADAADAAECBACDDCCBCDDCCBBBDDE,AECBDDECEAADDBCADCCADDDBDCCCBBBCBECADCEBCACBD,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,100.0,120.0,120.0,120.0,60.0,520.0,C,D,B,B,3,B,A,B,C,B,B,B,A,A,A,B,A,A,C,B,A,B,A,B,B
